Trip ID,Route ID,Service Cost,Construction Cost,Timestamp,Average Speed,Average Check In,Average Check Out,Average Load
24,10-U,5513.974699865419,12524.39024390244,17:00:00,80,31.666666666666668,29.074074074074073,2.5925925925925926
25,100-D,6052.22578308154,13731.707317073173,06:00:00,80,33.0,31.157894736842106,1.8421052631578947
26,100-D,6052.22578308154,13731.707317073173,07:00:00,80,30.05263157894737,28.210526315789473,1.8421052631578947
27,100-D,6052.22578308154,13731.707317073173,08:00:00,80,33.86842105263158,32.026315789473685,1.8421052631578947
28,100-D,6052.22578308154,13731.707317073173,09:00:00,80,33.3421052631579,31.5,1.8421052631578947
29,100-D,6052.22578308154,13731.707317073173,10:00:00,80,30.81578947368421,28.973684210526315,1.8421052631578947
30,100-D,6052.22578308154,13731.707317073173,11:00:00,80,40.63157894736842,38.78947368421053,1.8421052631578947
31,100-D,6052.22578308154,13731.707317073173,12:00:00,80,33.31578947368421,31.473684210526315,1.8421052631578947
32,100-D,6052.22578308154,13731.707317073173,13:00:00,80,37.13157894736842,35.28947368421053,1.8421052631578947
33,100-D,6052.22578308154,13731.707317073173,14:00:00,80,31.526315789473685,29.68421052631579,1.8421052631578947
34,100-D,6052.22578308154,13731.707317073173,15:00:00,80,33.21052631578947,31.36842105263158,1.8421052631578947
35,100-D,6052.22578308154,13731.707317073173,16:00:00,80,39.473684210526315,37.63157894736842,1.8421052631578947
36,100-D,6052.22578308154,13731.707317073173,17:00:00,80,33.26315789473684,31.42105263157895,1.8421052631578947
37,100-U,6015.512643505175,13731.707317073173,06:00:00,80,33.44736842105263,31.605263157894736,1.8421052631578947
38,100-U,6015.512643505175,13731.707317073173,07:00:00,80,32.81578947368421,30.973684210526315,1.8421052631578947
39,100-U,6015.512643505175,13731.707317073173,08:00:00,80,37.578947368421055,35.73684210526316,1.8421052631578947
40,100-U,6015.512643505175,13731.707317073173,09:00:00,80,38.3421052631579,36.5,1.8421052631578947
41,100-U,6015.512643505175,13731.707317073173,10:00:00,80,37.0,35.1578947368421,1.8421052631578947
42,100-U,6015.512643505175,13731.707317073173,11:00:00,80,37.6578947368421,35.81578947368421,1.8421052631578947
43,100-U,6015.512643505175,13731.707317073173,12:00:00,80,34.44736842105263,32.60526315789474,1.8421052631578947
44,100-U,6015.512643505175,13731.707317073173,13:00:00,80,31.842105263157894,30.0,1.8421052631578947
45,100-U,6015.512643505175,13731.707317073173,14:00:00,80,39.421052631578945,37.578947368421055,1.8421052631578947
46,100-U,6015.512643505175,13731.707317073173,15:00:00,80,33.78947368421053,31.94736842105263,1.8421052631578947
47,100-U,6015.512643505175,13731.707317073173,16:00:00,80,33.60526315789474,31.763157894736842,1.8421052631578947
48,100-U,6015.512643505175,13731.707317073173,17:00:00,80,33.73684210526316,31.894736842105264,1.8421052631578947
49,101-D,5686.263186162709,14390.243902439024,06:00:00,80,35.02272727272727,33.43181818181818,1.5909090909090908
50,101-D,5686.263186162709,14390.243902439024,07:00:00,80,37.95454545454545,36.36363636363637,1.5909090909090908
51,101-D,5686.263186162709,14390.243902439024,08:00:00,80,38.5,36.90909090909091,1.5909090909090908
52,101-D,5686.263186162709,14390.243902439024,09:00:00,80,36.0,34.40909090909091,1.5909090909090908
53,101-D,5686.263186162709,14390.243902439024,10:00:00,80,31.181818181818183,29.59090909090909,1.5909090909090908
54,101-D,5686.263186162709,14390.243902439024,11:00:00,80,34.06818181818182,32.47727272727273,1.5909090909090908
55,101-D,5686.263186162709,14390.243902439024,12:00:00,80,36.43181818181818,34.84090909090909,1.5909090909090908
56,101-D,5686.263186162709,14390.243902439024,13:00:00,80,34.63636363636363,33.04545454545455,1.5909090909090908
57,101-D,5686.263186162709,14390.243902439024,14:00:00,80,34.75,33.15909090909091,1.5909090909090908
58,101-D,5686.263186162709,14390.243902439024,15:00:00,80,32.15909090909091,30.568181818181817,1.5909090909090908
59,101-D,5686.263186162709,14390.243902439024,16:00:00,80,29.568181818181817,27.977272727272727,1.5909090909090908
60,101-D,5686.263186162709,14390.243902439024,17:00:00,80,34.63636363636363,33.04545454545455,1.5909090909090908
61,101-U,5686.250584966337,14390.243902439024,06:00:00,80,32.54545454545455,30.954545454545453,1.5909090909090908
62,101-U,5686.250584966337,14390.243902439024,07:00:00,80,36.09090909090909,34.5,1.5909090909090908
63,101-U,5686.250584966337,14390.243902439024,08:00:00,80,38.18181818181818,36.59090909090909,1.5909090909090908
64,101-U,5686.250584966337,14390.243902439024,09:00:00,80,38.77272727272727,37.18181818181818,1.5909090909090908
65,101-U,5686.250584966337,14390.243902439024,10:00:00,80,32.0,30.40909090909091,1.5909090909090908
66,101-U,5686.250584966337,14390.243902439024,11:00:00,80,33.09090909090909,31.5,1.5909090909090908
67,101-U,5686.250584966337,14390.243902439024,12:00:00,80,32.81818181818182,31.227272727272727,1.5909090909090908
68,101-U,5686.250584966337,14390.243902439024,13:00:00,80,37.09090909090909,35.5,1.5909090909090908
69,101-U,5686.250584966337,14390.243902439024,14:00:00,80,36.13636363636363,34.54545454545455,1.5909090909090908
70,101-U,5686.250584966337,14390.243902439024,15:00:00,80,35.18181818181818,33.59090909090909,1.5909090909090908
71,101-U,5686.250584966337,14390.243902439024,16:00:00,80,30.045454545454547,28.454545454545453,1.5909090909090908
72,101-U,5686.250584966337,14390.243902439024,17:00:00,80,31.272727272727273,29.681818181818183,1.5909090909090908
73,102-D,5812.861705627698,14939.024390243903,06:00:00,80,36.755102040816325,35.326530612244895,1.4285714285714286
74,102-D,5812.861705627698,14939.024390243903,07:00:00,80,35.714285714285715,34.285714285714285,1.4285714285714286
75,102-D,5812.861705627698,14939.024390243903,08:00:00,80,36.61224489795919,35.183673469387756,1.4285714285714286
76,102-D,5812.861705627698,14939.024390243903,09:00:00,80,33.673469387755105,32.244897959183675,1.4285714285714286
77,102-D,5812.861705627698,14939.024390243903,10:00:00,80,32.673469387755105,31.244897959183675,1.4285714285714286
78,102-D,5812.861705627698,14939.024390243903,11:00:00,80,35.93877551020408,34.51020408163265,1.4285714285714286
79,102-D,5812.861705627698,14939.024390243903,12:00:00,80,34.224489795918366,32.795918367346935,1.4285714285714286
80,102-D,5812.861705627698,14939.024390243903,13:00:00,80,34.857142857142854,33.42857142857143,1.4285714285714286
81,102-D,5812.861705627698,14939.024390243903,14:00:00,80,35.673469387755105,34.244897959183675,1.4285714285714286
82,102-D,5812.861705627698,14939.024390243903,15:00:00,80,36.87755102040816,35.44897959183673,1.4285714285714286
83,102-D,5812.861705627698,14939.024390243903,16:00:00,80,28.367346938775512,26.93877551020408,1.4285714285714286
84,102-D,5812.861705627698,14939.024390243903,17:00:00,80,34.12244897959184,32.69387755102041,1.4285714285714286
85,102-U,5817.370628547254,14939.024390243903,06:00:00,80,38.44897959183673,37.02040816326531,1.4285714285714286
86,102-U,5817.370628547254,14939.024390243903,07:00:00,80,32.12244897959184,30.693877551020407,1.4285714285714286
87,102-U,5817.370628547254,14939.024390243903,08:00:00,80,31.755102040816325,30.3265306122449,1.4285714285714286
88,102-U,5817.370628547254,14939.024390243903,09:00:00,80,35.51020408163265,34.08163265306123,1.4285714285714286
89,102-U,5817.370628547254,14939.024390243903,10:00:00,80,36.04081632653061,34.61224489795919,1.4285714285714286
90,102-U,5817.370628547254,14939.024390243903,11:00:00,80,36.51020408163265,35.08163265306123,1.4285714285714286
91,102-U,5817.370628547254,14939.024390243903,12:00:00,80,30.285714285714285,28.857142857142858,1.4285714285714286
92,102-U,5817.370628547254,14939.024390243903,13:00:00,80,34.224489795918366,32.795918367346935,1.4285714285714286
93,102-U,5817.370628547254,14939.024390243903,14:00:00,80,33.97959183673469,32.55102040816327,1.4285714285714286
94,102-U,5817.370628547254,14939.024390243903,15:00:00,80,28.979591836734695,27.551020408163264,1.4285714285714286
95,102-U,5817.370628547254,14939.024390243903,16:00:00,80,42.244897959183675,40.816326530612244,1.4285714285714286
96,102-U,5817.370628547254,14939.024390243903,17:00:00,80,36.42857142857143,35.0,1.4285714285714286
97,103-D,5452.502261294485,13402.439024390244,06:00:00,80,34.371428571428574,32.371428571428574,2.0
98,103-D,5452.502261294485,13402.439024390244,07:00:00,80,35.714285714285715,33.714285714285715,2.0
99,103-D,5452.502261294485,13402.439024390244,08:00:00,80,36.22857142857143,34.22857142857143,2.0
100,103-D,5452.502261294485,13402.439024390244,09:00:00,80,34.457142857142856,32.457142857142856,2.0
101,103-D,5452.502261294485,13402.439024390244,10:00:00,80,33.285714285714285,31.285714285714285,2.0
102,103-D,5452.502261294485,13402.439024390244,11:00:00,80,37.48571428571429,35.48571428571429,2.0
103,103-D,5452.502261294485,13402.439024390244,12:00:00,80,39.34285714285714,37.34285714285714,2.0
104,103-D,5452.502261294485,13402.439024390244,13:00:00,80,36.457142857142856,34.457142857142856,2.0
105,103-D,5452.502261294485,13402.439024390244,14:00:00,80,35.142857142857146,33.142857142857146,2.0
106,103-D,5452.502261294485,13402.439024390244,15:00:00,80,30.685714285714287,28.685714285714287,2.0
107,103-D,5452.502261294485,13402.439024390244,16:00:00,80,33.2,31.2,2.0
108,103-D,5452.502261294485,13402.439024390244,17:00:00,80,32.05714285714286,30.057142857142857,2.0
109,103-U,5439.022142706188,13402.439024390244,06:00:00,80,36.91428571428571,34.91428571428571,2.0
110,103-U,5439.022142706188,13402.439024390244,07:00:00,80,33.457142857142856,31.457142857142856,2.0
111,103-U,5439.022142706188,13402.439024390244,08:00:00,80,42.05714285714286,40.05714285714286,2.0
112,103-U,5439.022142706188,13402.439024390244,09:00:00,80,40.17142857142857,38.17142857142857,2.0
113,103-U,5439.022142706188,13402.439024390244,10:00:00,80,35.77142857142857,33.77142857142857,2.0
114,103-U,5439.022142706188,13402.439024390244,11:00:00,80,34.542857142857144,32.542857142857144,2.0
115,103-U,5439.022142706188,13402.439024390244,12:00:00,80,35.4,33.4,2.0
116,103-U,5439.022142706188,13402.439024390244,13:00:00,80,34.77142857142857,32.77142857142857,2.0
117,103-U,5439.022142706188,13402.439024390244,14:00:00,80,32.34285714285714,30.34285714285714,2.0
118,103-U,5439.022142706188,13402.439024390244,15:00:00,80,37.57142857142857,35.57142857142857,2.0
119,103-U,5439.022142706188,13402.439024390244,16:00:00,80,33.0,31.0,2.0
120,103-U,5439.022142706188,13402.439024390244,17:00:00,80,35.857142857142854,33.857142857142854,2.0
121,103A-D,6410.877834177878,17573.170731707316,06:00:00,80,34.35616438356164,33.397260273972606,0.958904109589041
122,103A-D,6410.877834177878,17573.170731707316,07:00:00,80,38.73972602739726,37.78082191780822,0.958904109589041
123,103A-D,6410.877834177878,17573.170731707316,08:00:00,80,35.3013698630137,34.342465753424655,0.958904109589041
124,103A-D,6410.877834177878,17573.170731707316,09:00:00,80,36.917808219178085,35.95890410958904,0.958904109589041
125,103A-D,6410.877834177878,17573.170731707316,10:00:00,80,31.232876712328768,30.273972602739725,0.958904109589041
126,103A-D,6410.877834177878,17573.170731707316,11:00:00,80,36.56164383561644,35.602739726027394,0.958904109589041
127,103A-D,6410.877834177878,17573.170731707316,12:00:00,80,35.342465753424655,34.38356164383562,0.958904109589041
128,103A-D,6410.877834177878,17573.170731707316,13:00:00,80,33.0958904109589,32.136986301369866,0.958904109589041
129,103A-D,6410.877834177878,17573.170731707316,14:00:00,80,40.054794520547944,39.0958904109589,0.958904109589041
130,103A-D,6410.877834177878,17573.170731707316,15:00:00,80,38.205479452054796,37.24657534246575,0.958904109589041
131,103A-D,6410.877834177878,17573.170731707316,16:00:00,80,33.24657534246575,32.28767123287671,0.958904109589041
132,103A-D,6410.877834177878,17573.170731707316,17:00:00,80,38.23287671232877,37.273972602739725,0.958904109589041
133,103A-U,6361.411407840243,17463.414634146342,06:00:00,80,33.19444444444444,32.22222222222222,0.9722222222222222
134,103A-U,6361.411407840243,17463.414634146342,07:00:00,80,31.27777777777778,30.305555555555557,0.9722222222222222
135,103A-U,6361.411407840243,17463.414634146342,08:00:00,80,33.375,32.40277777777778,0.9722222222222222
136,103A-U,6361.411407840243,17463.414634146342,09:00:00,80,36.208333333333336,35.236111111111114,0.9722222222222222
137,103A-U,6361.411407840243,17463.414634146342,10:00:00,80,39.263888888888886,38.291666666666664,0.9722222222222222
138,103A-U,6361.411407840243,17463.414634146342,11:00:00,80,31.86111111111111,30.88888888888889,0.9722222222222222
139,103A-U,6361.411407840243,17463.414634146342,12:00:00,80,39.44444444444444,38.47222222222222,0.9722222222222222
140,103A-U,6361.411407840243,17463.414634146342,13:00:00,80,37.263888888888886,36.291666666666664,0.9722222222222222
141,103A-U,6361.411407840243,17463.414634146342,14:00:00,80,31.944444444444443,30.97222222222222,0.9722222222222222
142,103A-U,6361.411407840243,17463.414634146342,15:00:00,80,36.05555555555556,35.083333333333336,0.9722222222222222
143,103A-U,6361.411407840243,17463.414634146342,16:00:00,80,35.736111111111114,34.763888888888886,0.9722222222222222
144,103A-U,6361.411407840243,17463.414634146342,17:00:00,80,37.333333333333336,36.361111111111114,0.9722222222222222
145,103C-D,6297.303972083117,16365.853658536584,06:00:00,80,34.774193548387096,33.645161290322584,1.1290322580645162
146,103C-D,6297.303972083117,16365.853658536584,07:00:00,80,36.564516129032256,35.435483870967744,1.1290322580645162
147,103C-D,6297.303972083117,16365.853658536584,08:00:00,80,33.016129032258064,31.887096774193548,1.1290322580645162
148,103C-D,6297.303972083117,16365.853658536584,09:00:00,80,35.61290322580645,34.483870967741936,1.1290322580645162
149,103C-D,6297.303972083117,16365.853658536584,10:00:00,80,38.53225806451613,37.403225806451616,1.1290322580645162
150,103C-D,6297.303972083117,16365.853658536584,11:00:00,80,33.806451612903224,32.67741935483871,1.1290322580645162
151,103C-D,6297.303972083117,16365.853658536584,12:00:00,80,36.354838709677416,35.225806451612904,1.1290322580645162
152,103C-D,6297.303972083117,16365.853658536584,13:00:00,80,40.32258064516129,39.193548387096776,1.1290322580645162
153,103C-D,6297.303972083117,16365.853658536584,14:00:00,80,37.04838709677419,35.91935483870968,1.1290322580645162
154,103C-D,6297.303972083117,16365.853658536584,15:00:00,80,34.54838709677419,33.41935483870968,1.1290322580645162
155,103C-D,6297.303972083117,16365.853658536584,16:00:00,80,34.03225806451613,32.903225806451616,1.1290322580645162
156,103C-D,6297.303972083117,16365.853658536584,17:00:00,80,36.54838709677419,35.41935483870968,1.1290322580645162
157,103C-U,6266.952584175363,16256.09756097561,06:00:00,80,34.91803278688525,33.77049180327869,1.1475409836065573
158,103C-U,6266.952584175363,16256.09756097561,07:00:00,80,34.01639344262295,32.868852459016395,1.1475409836065573
159,103C-U,6266.952584175363,16256.09756097561,08:00:00,80,34.85245901639344,33.704918032786885,1.1475409836065573
160,103C-U,6266.952584175363,16256.09756097561,09:00:00,80,39.885245901639344,38.73770491803279,1.1475409836065573
161,103C-U,6266.952584175363,16256.09756097561,10:00:00,80,33.16393442622951,32.01639344262295,1.1475409836065573
162,103C-U,6266.952584175363,16256.09756097561,11:00:00,80,36.34426229508197,35.19672131147541,1.1475409836065573
163,103C-U,6266.952584175363,16256.09756097561,12:00:00,80,34.868852459016395,33.721311475409834,1.1475409836065573
164,103C-U,6266.952584175363,16256.09756097561,13:00:00,80,35.868852459016395,34.721311475409834,1.1475409836065573
165,103C-U,6266.952584175363,16256.09756097561,14:00:00,80,31.508196721311474,30.360655737704917,1.1475409836065573
166,103C-U,6266.952584175363,16256.09756097561,15:00:00,80,37.67213114754098,36.52459016393443,1.1475409836065573
167,103C-U,6266.952584175363,16256.09756097561,16:00:00,80,35.85245901639344,34.704918032786885,1.1475409836065573
168,103C-U,6266.952584175363,16256.09756097561,17:00:00,80,30.78688524590164,29.639344262295083,1.1475409836065573
169,103M-D,5316.508921875984,12853.658536585366,06:00:00,80,33.86666666666667,31.533333333333335,2.3333333333333335
170,103M-D,5316.508921875984,12853.658536585366,07:00:00,80,32.266666666666666,29.933333333333334,2.3333333333333335
171,103M-D,5316.508921875984,12853.658536585366,08:00:00,80,36.63333333333333,34.3,2.3333333333333335
172,103M-D,5316.508921875984,12853.658536585366,09:00:00,80,38.6,36.266666666666666,2.3333333333333335
173,103M-D,5316.508921875984,12853.658536585366,10:00:00,80,33.0,30.666666666666668,2.3333333333333335
174,103M-D,5316.508921875984,12853.658536585366,11:00:00,80,33.86666666666667,31.533333333333335,2.3333333333333335
175,103M-D,5316.508921875984,12853.658536585366,12:00:00,80,33.43333333333333,31.1,2.3333333333333335
176,103M-D,5316.508921875984,12853.658536585366,13:00:00,80,33.766666666666666,31.433333333333334,2.3333333333333335
177,103M-D,5316.508921875984,12853.658536585366,14:00:00,80,31.466666666666665,29.133333333333333,2.3333333333333335
178,103M-D,5316.508921875984,12853.658536585366,15:00:00,80,31.433333333333334,29.1,2.3333333333333335
179,103M-D,5316.508921875984,12853.658536585366,16:00:00,80,35.53333333333333,33.2,2.3333333333333335
180,103M-D,5316.508921875984,12853.658536585366,17:00:00,80,30.633333333333333,28.3,2.3333333333333335
181,103M-U,5304.506807474821,12853.658536585366,06:00:00,80,36.733333333333334,34.4,2.3333333333333335
182,103M-U,5304.506807474821,12853.658536585366,07:00:00,80,34.0,31.666666666666668,2.3333333333333335
183,103M-U,5304.506807474821,12853.658536585366,08:00:00,80,31.533333333333335,29.2,2.3333333333333335
184,103M-U,5304.506807474821,12853.658536585366,09:00:00,80,34.6,32.266666666666666,2.3333333333333335
185,103M-U,5304.506807474821,12853.658536585366,10:00:00,80,34.833333333333336,32.5,2.3333333333333335
186,103M-U,5304.506807474821,12853.658536585366,11:00:00,80,37.43333333333333,35.1,2.3333333333333335
187,103M-U,5304.506807474821,12853.658536585366,12:00:00,80,27.9,25.566666666666666,2.3333333333333335
188,103M-U,5304.506807474821,12853.658536585366,13:00:00,80,40.666666666666664,38.333333333333336,2.3333333333333335
189,103M-U,5304.506807474821,12853.658536585366,14:00:00,80,35.96666666666667,33.63333333333333,2.3333333333333335
190,103M-U,5304.506807474821,12853.658536585366,15:00:00,80,30.7,28.366666666666667,2.3333333333333335
191,103M-U,5304.506807474821,12853.658536585366,16:00:00,80,35.6,33.266666666666666,2.3333333333333335
192,103M-U,5304.506807474821,12853.658536585366,17:00:00,80,38.4,36.06666666666667,2.3333333333333335
193,104-D,5462.586966319996,13621.951219512195,06:00:00,80,32.810810810810814,30.91891891891892,1.8918918918918919
194,104-D,5462.586966319996,13621.951219512195,07:00:00,80,32.13513513513514,30.243243243243242,1.8918918918918919
195,104-D,5462.586966319996,13621.951219512195,08:00:00,80,36.91891891891892,35.027027027027025,1.8918918918918919
196,104-D,5462.586966319996,13621.951219512195,09:00:00,80,36.21621621621622,34.32432432432432,1.8918918918918919
197,104-D,5462.586966319996,13621.951219512195,10:00:00,80,31.27027027027027,29.37837837837838,1.8918918918918919
198,104-D,5462.586966319996,13621.951219512195,11:00:00,80,38.945945945945944,37.054054054054056,1.8918918918918919
199,104-D,5462.586966319996,13621.951219512195,12:00:00,80,31.89189189189189,30.0,1.8918918918918919
200,104-D,5462.586966319996,13621.951219512195,13:00:00,80,35.24324324324324,33.351351351351354,1.8918918918918919
201,104-D,5462.586966319996,13621.951219512195,14:00:00,80,33.729729729729726,31.83783783783784,1.8918918918918919
202,104-D,5462.586966319996,13621.951219512195,15:00:00,80,40.37837837837838,38.486486486486484,1.8918918918918919
203,104-D,5462.586966319996,13621.951219512195,16:00:00,80,38.189189189189186,36.2972972972973,1.8918918918918919
204,104-D,5462.586966319996,13621.951219512195,17:00:00,80,36.86486486486486,34.972972972972975,1.8918918918918919
205,104-U,5468.685539385089,13621.951219512195,06:00:00,80,31.027027027027028,29.135135135135137,1.8918918918918919
206,104-U,5468.685539385089,13621.951219512195,07:00:00,80,36.567567567567565,34.67567567567568,1.8918918918918919
207,104-U,5468.685539385089,13621.951219512195,08:00:00,80,34.21621621621622,32.32432432432432,1.8918918918918919
208,104-U,5468.685539385089,13621.951219512195,09:00:00,80,33.32432432432432,31.43243243243243,1.8918918918918919
209,104-U,5468.685539385089,13621.951219512195,10:00:00,80,36.08108108108108,34.189189189189186,1.8918918918918919
210,104-U,5468.685539385089,13621.951219512195,11:00:00,80,35.62162162162162,33.729729729729726,1.8918918918918919
211,104-U,5468.685539385089,13621.951219512195,12:00:00,80,33.16216216216216,31.27027027027027,1.8918918918918919
212,104-U,5468.685539385089,13621.951219512195,13:00:00,80,30.37837837837838,28.486486486486488,1.8918918918918919
213,104-U,5468.685539385089,13621.951219512195,14:00:00,80,34.32432432432432,32.432432432432435,1.8918918918918919
214,104-U,5468.685539385089,13621.951219512195,15:00:00,80,31.864864864864863,29.972972972972972,1.8918918918918919
215,104-U,5468.685539385089,13621.951219512195,16:00:00,80,37.13513513513514,35.24324324324324,1.8918918918918919
216,104-U,5468.685539385089,13621.951219512195,17:00:00,80,35.78378378378378,33.891891891891895,1.8918918918918919
217,105-D,5591.836435938736,12963.414634146342,06:00:00,80,34.87096774193548,32.61290322580645,2.2580645161290325
218,105-D,5591.836435938736,12963.414634146342,07:00:00,80,38.225806451612904,35.96774193548387,2.2580645161290325
219,105-D,5591.836435938736,12963.414634146342,08:00:00,80,37.12903225806452,34.87096774193548,2.2580645161290325
220,105-D,5591.836435938736,12963.414634146342,09:00:00,80,32.483870967741936,30.225806451612904,2.2580645161290325
221,105-D,5591.836435938736,12963.414634146342,10:00:00,80,40.87096774193548,38.61290322580645,2.2580645161290325
222,105-D,5591.836435938736,12963.414634146342,11:00:00,80,38.516129032258064,36.25806451612903,2.2580645161290325
223,105-D,5591.836435938736,12963.414634146342,12:00:00,80,37.16129032258065,34.903225806451616,2.2580645161290325
224,105-D,5591.836435938736,12963.414634146342,13:00:00,80,39.54838709677419,37.29032258064516,2.2580645161290325
225,105-D,5591.836435938736,12963.414634146342,14:00:00,80,31.032258064516128,28.774193548387096,2.2580645161290325
226,105-D,5591.836435938736,12963.414634146342,15:00:00,80,38.0,35.74193548387097,2.2580645161290325
227,105-D,5591.836435938736,12963.414634146342,16:00:00,80,33.354838709677416,31.096774193548388,2.2580645161290325
228,105-D,5591.836435938736,12963.414634146342,17:00:00,80,33.45161290322581,31.193548387096776,2.2580645161290325
229,105-U,5627.169493326584,13402.439024390244,06:00:00,80,34.8,32.8,2.0
230,105-U,5627.169493326584,13402.439024390244,07:00:00,80,38.68571428571428,36.68571428571428,2.0
231,105-U,5627.169493326584,13402.439024390244,08:00:00,80,37.8,35.8,2.0
232,105-U,5627.169493326584,13402.439024390244,09:00:00,80,32.542857142857144,30.542857142857144,2.0
233,105-U,5627.169493326584,13402.439024390244,10:00:00,80,35.371428571428574,33.371428571428574,2.0
234,105-U,5627.169493326584,13402.439024390244,11:00:00,80,34.02857142857143,32.02857142857143,2.0
235,105-U,5627.169493326584,13402.439024390244,12:00:00,80,38.08571428571429,36.08571428571429,2.0
236,105-U,5627.169493326584,13402.439024390244,13:00:00,80,31.34285714285714,29.34285714285714,2.0
237,105-U,5627.169493326584,13402.439024390244,14:00:00,80,35.51428571428571,33.51428571428571,2.0
238,105-U,5627.169493326584,13402.439024390244,15:00:00,80,36.22857142857143,34.22857142857143,2.0
239,105-U,5627.169493326584,13402.439024390244,16:00:00,80,37.02857142857143,35.02857142857143,2.0
240,105-U,5627.169493326584,13402.439024390244,17:00:00,80,30.457142857142856,28.457142857142856,2.0
241,106-R,5599.68215422979,15158.536585365851,06:00:00,80,35.31372549019608,33.94117647058823,1.3725490196078431
242,106-R,5599.68215422979,15158.536585365851,07:00:00,80,33.98039215686274,32.6078431372549,1.3725490196078431
243,106-R,5599.68215422979,15158.536585365851,08:00:00,80,33.01960784313726,31.647058823529413,1.3725490196078431
244,106-R,5599.68215422979,15158.536585365851,09:00:00,80,36.509803921568626,35.13725490196079,1.3725490196078431
245,106-R,5599.68215422979,15158.536585365851,10:00:00,80,37.03921568627451,35.666666666666664,1.3725490196078431
246,106-R,5599.68215422979,15158.536585365851,11:00:00,80,30.725490196078432,29.352941176470587,1.3725490196078431
247,106-R,5599.68215422979,15158.536585365851,12:00:00,80,36.88235294117647,35.509803921568626,1.3725490196078431
248,106-R,5599.68215422979,15158.536585365851,13:00:00,80,35.92156862745098,34.549019607843135,1.3725490196078431
249,106-R,5599.68215422979,15158.536585365851,14:00:00,80,34.11764705882353,32.745098039215684,1.3725490196078431
250,106-R,5599.68215422979,15158.536585365851,15:00:00,80,35.23529411764706,33.86274509803921,1.3725490196078431
251,106-R,5599.68215422979,15158.536585365851,16:00:00,80,39.1764705882353,37.80392156862745,1.3725490196078431
252,106-R,5599.68215422979,15158.536585365851,17:00:00,80,32.627450980392155,31.254901960784313,1.3725490196078431
253,107-D,5437.934056537386,13402.439024390244,06:00:00,80,37.34285714285714,35.34285714285714,2.0
254,107-D,5437.934056537386,13402.439024390244,07:00:00,80,37.42857142857143,35.42857142857143,2.0
255,107-D,5437.934056537386,13402.439024390244,08:00:00,80,33.142857142857146,31.142857142857142,2.0
256,107-D,5437.934056537386,13402.439024390244,09:00:00,80,35.457142857142856,33.457142857142856,2.0
257,107-D,5437.934056537386,13402.439024390244,10:00:00,80,31.914285714285715,29.914285714285715,2.0
258,107-D,5437.934056537386,13402.439024390244,11:00:00,80,29.685714285714287,27.685714285714287,2.0
259,107-D,5437.934056537386,13402.439024390244,12:00:00,80,33.05714285714286,31.057142857142857,2.0
