Trip_Id,Route_Id,Service_Cost,Construction_Cost,TimeStamp,Average_Speed,AvgCheckIn,AvgCheckOut,Average_Load
127,103A-D,6410.877834177880,17573.170731707300,12:00:00,40,35.342465753424700,34.38356164383560,0.958904109589041
128,103A-D,6410.877834177880,17573.170731707300,13:00:00,40,33.0958904109589,32.136986301369900,0.958904109589041
129,103A-D,6410.877834177880,17573.170731707300,14:00:00,40,40.054794520547900,39.0958904109589,0.958904109589041
130,103A-D,6410.877834177880,17573.170731707300,15:00:00,40,38.205479452054800,37.24657534246580,0.958904109589041
131,103A-D,6410.877834177880,17573.170731707300,16:00:00,40,33.24657534246580,32.28767123287670,0.958904109589041
132,103A-D,6410.877834177880,17573.170731707300,17:00:00,40,38.23287671232880,37.273972602739700,0.958904109589041
133,103A-U,6361.411407840240,17463.414634146300,06:00:00,40,33.19444444444440,32.22222222222220,0.9722222222222220
134,103A-U,6361.411407840240,17463.414634146300,07:00:00,40,31.27777777777780,30.305555555555600,0.9722222222222220
135,103A-U,6361.411407840240,17463.414634146300,08:00:00,40,33.375,32.40277777777780,0.9722222222222220
136,103A-U,6361.411407840240,17463.414634146300,09:00:00,40,36.208333333333300,35.236111111111100,0.9722222222222220
137,103A-U,6361.411407840240,17463.414634146300,10:00:00,40,39.263888888888900,38.291666666666700,0.9722222222222220
138,103A-U,6361.411407840240,17463.414634146300,11:00:00,40,31.86111111111110,30.88888888888890,0.9722222222222220
139,103A-U,6361.411407840240,17463.414634146300,12:00:00,40,39.44444444444440,38.47222222222220,0.9722222222222220
140,103A-U,6361.411407840240,17463.414634146300,13:00:00,40,37.263888888888900,36.291666666666700,0.9722222222222220
141,103A-U,6361.411407840240,17463.414634146300,14:00:00,40,31.944444444444400,30.97222222222220,0.9722222222222220
142,103A-U,6361.411407840240,17463.414634146300,15:00:00,40,36.05555555555560,35.083333333333300,0.9722222222222220
143,103A-U,6361.411407840240,17463.414634146300,16:00:00,40,35.736111111111100,34.763888888888900,0.9722222222222220
144,103A-U,6361.411407840240,17463.414634146300,17:00:00,40,37.333333333333300,36.361111111111100,0.9722222222222220
145,103C-D,6297.303972083120,16365.853658536600,06:00:00,40,34.774193548387100,33.645161290322600,1.1290322580645200
146,103C-D,6297.303972083120,16365.853658536600,07:00:00,40,36.564516129032300,35.435483870967700,1.1290322580645200
147,103C-D,6297.303972083120,16365.853658536600,08:00:00,40,33.016129032258100,31.887096774193500,1.1290322580645200
148,103C-D,6297.303972083120,16365.853658536600,09:00:00,40,35.61290322580650,34.483870967741900,1.1290322580645200
149,103C-D,6297.303972083120,16365.853658536600,10:00:00,40,38.53225806451610,37.403225806451600,1.1290322580645200
150,103C-D,6297.303972083120,16365.853658536600,11:00:00,40,33.806451612903200,32.67741935483870,1.1290322580645200
151,103C-D,6297.303972083120,16365.853658536600,12:00:00,40,36.354838709677400,35.225806451612900,1.1290322580645200
152,103C-D,6297.303972083120,16365.853658536600,13:00:00,40,40.32258064516130,39.193548387096800,1.1290322580645200
153,103C-D,6297.303972083120,16365.853658536600,14:00:00,40,37.04838709677420,35.91935483870970,1.1290322580645200
154,103C-D,6297.303972083120,16365.853658536600,15:00:00,40,34.54838709677420,33.41935483870970,1.1290322580645200
155,103C-D,6297.303972083120,16365.853658536600,16:00:00,40,34.03225806451610,32.903225806451600,1.1290322580645200
156,103C-D,6297.303972083120,16365.853658536600,17:00:00,40,36.54838709677420,35.41935483870970,1.1290322580645200
157,103C-U,6266.952584175360,16256.09756097560,06:00:00,40,34.91803278688530,33.77049180327870,1.1475409836065600
158,103C-U,6266.952584175360,16256.09756097560,07:00:00,40,34.01639344262300,32.868852459016400,1.1475409836065600
159,103C-U,6266.952584175360,16256.09756097560,08:00:00,40,34.85245901639340,33.704918032786900,1.1475409836065600
160,103C-U,6266.952584175360,16256.09756097560,09:00:00,40,39.885245901639300,38.73770491803280,1.1475409836065600
161,103C-U,6266.952584175360,16256.09756097560,10:00:00,40,33.16393442622950,32.01639344262300,1.1475409836065600
162,103C-U,6266.952584175360,16256.09756097560,11:00:00,40,36.34426229508200,35.19672131147540,1.1475409836065600
163,103C-U,6266.952584175360,16256.09756097560,12:00:00,40,34.868852459016400,33.721311475409800,1.1475409836065600
164,103C-U,6266.952584175360,16256.09756097560,13:00:00,40,35.868852459016400,34.721311475409800,1.1475409836065600
165,103C-U,6266.952584175360,16256.09756097560,14:00:00,40,31.508196721311500,30.360655737704900,1.1475409836065600
166,103C-U,6266.952584175360,16256.09756097560,15:00:00,40,37.67213114754100,36.52459016393440,1.1475409836065600
167,103C-U,6266.952584175360,16256.09756097560,16:00:00,40,35.85245901639340,34.704918032786900,1.1475409836065600
168,103C-U,6266.952584175360,16256.09756097560,17:00:00,40,30.78688524590160,29.639344262295100,1.1475409836065600
169,103M-D,5316.508921875980,12853.658536585400,06:00:00,40,33.86666666666670,31.533333333333300,2.3333333333333300
170,103M-D,5316.508921875980,12853.658536585400,07:00:00,40,32.266666666666700,29.933333333333300,2.3333333333333300
171,103M-D,5316.508921875980,12853.658536585400,08:00:00,40,36.63333333333330,34.3,2.3333333333333300
172,103M-D,5316.508921875980,12853.658536585400,09:00:00,40,38.6,36.266666666666700,2.3333333333333300
173,103M-D,5316.508921875980,12853.658536585400,10:00:00,40,33.0,30.666666666666700,2.3333333333333300
174,103M-D,5316.508921875980,12853.658536585400,11:00:00,40,33.86666666666670,31.533333333333300,2.3333333333333300
175,103M-D,5316.508921875980,12853.658536585400,12:00:00,40,33.43333333333330,31.1,2.3333333333333300
176,103M-D,5316.508921875980,12853.658536585400,13:00:00,40,33.766666666666700,31.433333333333300,2.3333333333333300
177,103M-D,5316.508921875980,12853.658536585400,14:00:00,40,31.466666666666700,29.133333333333300,2.3333333333333300
178,103M-D,5316.508921875980,12853.658536585400,15:00:00,40,31.433333333333300,29.1,2.3333333333333300
179,103M-D,5316.508921875980,12853.658536585400,16:00:00,40,35.53333333333330,33.2,2.3333333333333300
180,103M-D,5316.508921875980,12853.658536585400,17:00:00,40,30.633333333333300,28.3,2.3333333333333300
181,103M-U,5304.506807474820,12853.658536585400,06:00:00,40,36.733333333333300,34.4,2.3333333333333300
182,103M-U,5304.506807474820,12853.658536585400,07:00:00,40,34.0,31.666666666666700,2.3333333333333300
183,103M-U,5304.506807474820,12853.658536585400,08:00:00,40,31.533333333333300,29.2,2.3333333333333300
184,103M-U,5304.506807474820,12853.658536585400,09:00:00,40,34.6,32.266666666666700,2.3333333333333300
185,103M-U,5304.506807474820,12853.658536585400,10:00:00,40,34.833333333333300,32.5,2.3333333333333300
186,103M-U,5304.506807474820,12853.658536585400,11:00:00,40,37.43333333333330,35.1,2.3333333333333300
187,103M-U,5304.506807474820,12853.658536585400,12:00:00,40,27.9,25.566666666666700,2.3333333333333300
188,103M-U,5304.506807474820,12853.658536585400,13:00:00,40,40.666666666666700,38.333333333333300,2.3333333333333300
189,103M-U,5304.506807474820,12853.658536585400,14:00:00,40,35.96666666666670,33.63333333333330,2.3333333333333300
190,103M-U,5304.506807474820,12853.658536585400,15:00:00,40,30.7,28.366666666666700,2.3333333333333300
191,103M-U,5304.506807474820,12853.658536585400,16:00:00,40,35.6,33.266666666666700,2.3333333333333300
192,103M-U,5304.506807474820,12853.658536585400,17:00:00,40,38.4,36.06666666666670,2.3333333333333300
193,104-D,5462.586966320000,13621.951219512200,06:00:00,40,32.810810810810800,30.91891891891890,1.8918918918918900
194,104-D,5462.586966320000,13621.951219512200,07:00:00,40,32.13513513513510,30.243243243243200,1.8918918918918900
195,104-D,5462.586966320000,13621.951219512200,08:00:00,40,36.91891891891890,35.027027027027000,1.8918918918918900
196,104-D,5462.586966320000,13621.951219512200,09:00:00,40,36.21621621621620,34.32432432432430,1.8918918918918900
197,104-D,5462.586966320000,13621.951219512200,10:00:00,40,31.27027027027030,29.37837837837840,1.8918918918918900
198,104-D,5462.586966320000,13621.951219512200,11:00:00,40,38.945945945945900,37.054054054054100,1.8918918918918900
199,104-D,5462.586966320000,13621.951219512200,12:00:00,40,31.89189189189190,30.0,1.8918918918918900
200,104-D,5462.586966320000,13621.951219512200,13:00:00,40,35.24324324324320,33.351351351351400,1.8918918918918900
201,104-D,5462.586966320000,13621.951219512200,14:00:00,40,33.729729729729700,31.83783783783780,1.8918918918918900
202,104-D,5462.586966320000,13621.951219512200,15:00:00,40,40.37837837837840,38.486486486486500,1.8918918918918900
203,104-D,5462.586966320000,13621.951219512200,16:00:00,40,38.189189189189200,36.2972972972973,1.8918918918918900
204,104-D,5462.586966320000,13621.951219512200,17:00:00,40,36.86486486486490,34.972972972973000,1.8918918918918900
205,104-U,5468.685539385090,13621.951219512200,06:00:00,40,31.027027027027000,29.135135135135100,1.8918918918918900
206,104-U,5468.685539385090,13621.951219512200,07:00:00,40,36.567567567567600,34.67567567567570,1.8918918918918900
207,104-U,5468.685539385090,13621.951219512200,08:00:00,40,34.21621621621620,32.32432432432430,1.8918918918918900
208,104-U,5468.685539385090,13621.951219512200,09:00:00,40,33.32432432432430,31.43243243243240,1.8918918918918900
209,104-U,5468.685539385090,13621.951219512200,10:00:00,40,36.08108108108110,34.189189189189200,1.8918918918918900
210,104-U,5468.685539385090,13621.951219512200,11:00:00,40,35.62162162162160,33.729729729729700,1.8918918918918900
211,104-U,5468.685539385090,13621.951219512200,12:00:00,40,33.16216216216220,31.27027027027030,1.8918918918918900
212,104-U,5468.685539385090,13621.951219512200,13:00:00,40,30.37837837837840,28.486486486486500,1.8918918918918900
213,104-U,5468.685539385090,13621.951219512200,14:00:00,40,34.32432432432430,32.432432432432400,1.8918918918918900
214,104-U,5468.685539385090,13621.951219512200,15:00:00,40,31.864864864864900,29.972972972973000,1.8918918918918900
215,104-U,5468.685539385090,13621.951219512200,16:00:00,40,37.13513513513510,35.24324324324320,1.8918918918918900
216,104-U,5468.685539385090,13621.951219512200,17:00:00,40,35.78378378378380,33.891891891891900,1.8918918918918900
217,105-D,5591.836435938740,12963.414634146300,06:00:00,40,34.87096774193550,32.61290322580650,2.2580645161290300
218,105-D,5591.836435938740,12963.414634146300,07:00:00,40,38.225806451612900,35.96774193548390,2.2580645161290300
219,105-D,5591.836435938740,12963.414634146300,08:00:00,40,37.12903225806450,34.87096774193550,2.2580645161290300
220,105-D,5591.836435938740,12963.414634146300,09:00:00,40,32.483870967741900,30.225806451612900,2.2580645161290300
221,105-D,5591.836435938740,12963.414634146300,10:00:00,40,40.87096774193550,38.61290322580650,2.2580645161290300
222,105-D,5591.836435938740,12963.414634146300,11:00:00,40,38.516129032258100,36.25806451612900,2.2580645161290300
223,105-D,5591.836435938740,12963.414634146300,12:00:00,40,37.16129032258070,34.903225806451600,2.2580645161290300
224,105-D,5591.836435938740,12963.414634146300,13:00:00,40,39.54838709677420,37.29032258064520,2.2580645161290300
225,105-D,5591.836435938740,12963.414634146300,14:00:00,40,31.032258064516100,28.774193548387100,2.2580645161290300
226,105-D,5591.836435938740,12963.414634146300,15:00:00,40,38.0,35.74193548387100,2.2580645161290300
227,105-D,5591.836435938740,12963.414634146300,16:00:00,40,33.354838709677400,31.096774193548400,2.2580645161290300
228,105-D,5591.836435938740,12963.414634146300,17:00:00,40,33.45161290322580,31.193548387096800,2.2580645161290300
229,105-U,5627.169493326580,13402.439024390200,06:00:00,40,34.8,32.8,2.0
230,105-U,5627.169493326580,13402.439024390200,07:00:00,40,38.68571428571430,36.68571428571430,2.0
231,105-U,5627.169493326580,13402.439024390200,08:00:00,40,37.8,35.8,2.0
232,105-U,5627.169493326580,13402.439024390200,09:00:00,40,32.542857142857100,30.542857142857100,2.0
233,105-U,5627.169493326580,13402.439024390200,10:00:00,40,35.371428571428600,33.371428571428600,2.0
234,105-U,5627.169493326580,13402.439024390200,11:00:00,40,34.02857142857140,32.02857142857140,2.0
235,105-U,5627.169493326580,13402.439024390200,12:00:00,40,38.08571428571430,36.08571428571430,2.0
236,105-U,5627.169493326580,13402.439024390200,13:00:00,40,31.34285714285710,29.34285714285710,2.0
237,105-U,5627.169493326580,13402.439024390200,14:00:00,40,35.51428571428570,33.51428571428570,2.0
238,105-U,5627.169493326580,13402.439024390200,15:00:00,40,36.22857142857140,34.22857142857140,2.0
239,105-U,5627.169493326580,13402.439024390200,16:00:00,40,37.02857142857140,35.02857142857140,2.0
240,105-U,5627.169493326580,13402.439024390200,17:00:00,40,30.457142857142900,28.457142857142900,2.0
241,106-R,5599.68215422979,15158.536585365900,06:00:00,40,35.31372549019610,33.94117647058820,1.3725490196078400
242,106-R,5599.68215422979,15158.536585365900,07:00:00,40,33.98039215686270,32.6078431372549,1.3725490196078400
243,106-R,5599.68215422979,15158.536585365900,08:00:00,40,33.01960784313730,31.647058823529400,1.3725490196078400
244,106-R,5599.68215422979,15158.536585365900,09:00:00,40,36.509803921568600,35.13725490196080,1.3725490196078400
245,106-R,5599.68215422979,15158.536585365900,10:00:00,40,37.03921568627450,35.666666666666700,1.3725490196078400
246,106-R,5599.68215422979,15158.536585365900,11:00:00,40,30.725490196078400,29.352941176470600,1.3725490196078400
247,106-R,5599.68215422979,15158.536585365900,12:00:00,40,36.88235294117650,35.509803921568600,1.3725490196078400
248,106-R,5599.68215422979,15158.536585365900,13:00:00,40,35.92156862745100,34.549019607843100,1.3725490196078400
249,106-R,5599.68215422979,15158.536585365900,14:00:00,40,34.11764705882350,32.745098039215700,1.3725490196078400
250,106-R,5599.68215422979,15158.536585365900,15:00:00,40,35.23529411764710,33.86274509803920,1.3725490196078400
251,106-R,5599.68215422979,15158.536585365900,16:00:00,40,39.1764705882353,37.80392156862750,1.3725490196078400
252,106-R,5599.68215422979,15158.536585365900,17:00:00,40,32.627450980392200,31.254901960784300,1.3725490196078400
253,107-D,5437.934056537390,13402.439024390200,06:00:00,40,37.34285714285710,35.34285714285710,2.0
254,107-D,5437.934056537390,13402.439024390200,07:00:00,40,37.42857142857140,35.42857142857140,2.0
255,107-D,5437.934056537390,13402.439024390200,08:00:00,40,33.142857142857100,31.142857142857100,2.0
256,107-D,5437.934056537390,13402.439024390200,09:00:00,40,35.457142857142900,33.457142857142900,2.0
257,107-D,5437.934056537390,13402.439024390200,10:00:00,40,31.914285714285700,29.914285714285700,2.0
258,107-D,5437.934056537390,13402.439024390200,11:00:00,40,29.685714285714300,27.685714285714300,2.0
